,beijing,chicago,dubai,las vegas,london,montreal,new delhi,new york city,san francisco,shanghai
mercure,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
dongsi,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hairdryer,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
jingshan park,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jinshan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shatan,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the forbidden city / palace museum,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indonesia,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
tasmania,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
montreal,1.0,3.0,0.0,4.0,4.0,5984.0,0.0,18.0,4.0,1.0
ottima,4.0,11.0,5.0,1.0,105.0,2.0,0.0,64.0,40.0,4.0
helsinki,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
f.i.,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
kunlun,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
henderson,2.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0
hojo,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
kuala lumpur,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
inn forbidden city,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
noisey beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calif.,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
toothbrushes,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
u.s.a.,2.0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0
beijing zhan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
h1n1,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
xinhai,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ferrari,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
maserati,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
cartier,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
bangkok,21.0,0.0,28.0,2.0,20.0,2.0,5.0,10.0,7.0,12.0
hk,8.0,1.0,4.0,0.0,3.0,0.0,1.0,7.0,0.0,7.0
beihai,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sydney,4.0,6.0,15.0,2.0,37.0,3.0,2.0,20.0,22.0,5.0
mr kong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accor,4.0,2.0,3.0,0.0,28.0,0.0,0.0,8.0,0.0,7.0
jacuzzi,4.0,1.0,12.0,17.0,10.0,2.0,0.0,4.0,4.0,6.0
singapore,24.0,1.0,45.0,3.0,50.0,2.0,13.0,17.0,9.0,22.0
apr07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmb.we,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
la città,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
beiijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2rmb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
changan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotels.com,1.0,33.0,3.0,40.0,46.0,10.0,4.0,59.0,40.0,2.0
cbd chaoyang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shopping centre,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beijong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the hong kong harbour plaza,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recomment&quot;eddie&quot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hyatt,2.0,8.0,3.0,2.0,0.0,1.0,2.0,2.0,6.0,5.0
chna,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
love,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,0.0
hampton inn,2.0,8.0,0.0,8.0,4.0,1.0,0.0,19.0,2.0,0.0
qianhai,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
francine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the fobidden city,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new york city,3.0,20.0,2.0,19.0,25.0,19.0,4.0,2123.0,24.0,1.0
dongcheng district,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conn,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
city,2.0,5.0,6.0,1.0,41.0,0.0,0.0,23.0,16.0,1.0
ragegast beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u.s,1.0,7.0,0.0,7.0,18.0,0.0,1.0,7.0,13.0,0.0
station.100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
novotel sanyuan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great city,1.0,8.0,2.0,2.0,7.0,2.0,0.0,13.0,9.0,0.0
north-east,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
grand mercure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tian'amnen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hongkong,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0
the middle of smog city,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
winter,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0
the big city,1.0,3.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0
empark,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greece,1.0,0.0,6.0,3.0,33.0,2.0,1.0,6.0,3.0,0.0
tienanmen,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the forbidden city hostel,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jinshanling,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shopping mall,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inn forbidden city's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500rmb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chmn,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
source,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
banchang hutong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mutianyu,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inn,1.0,1.0,0.0,4.0,5.0,2.0,0.0,9.0,28.0,0.0
inn forbidden city beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beijng,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tianmensquare,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
california,7.0,22.0,2.0,204.0,56.0,9.0,5.0,74.0,783.0,4.0
frobidden city,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nanwanzey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minibus,1.0,1.0,11.0,1.0,4.0,1.0,0.0,4.0,0.0,0.0
grand hyatt,9.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0
kanon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watercube,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zoe,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
wuzhou,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
olympic village,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmb$607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
block,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0
building b.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbbiden city,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
san francisco,4.0,36.0,5.0,43.0,50.0,14.0,2.0,66.0,10651.0,5.0
new york).note,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doubletree,1.0,7.0,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0
changsha,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
washington dc,1.0,5.0,0.0,1.0,9.0,1.0,0.0,32.0,5.0,0.0
holland,2.0,1.0,2.0,2.0,37.0,0.0,1.0,21.0,5.0,0.0
kranzer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hôtel,1.0,2.0,0.0,1.0,16.0,2.0,2.0,6.0,2.0,0.0
club,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
the underground city,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0
"china,&quot",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sichuan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
savannah,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
sheridan,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grand soviet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
capital,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
tower,2.0,6.0,21.0,63.0,150.0,0.0,1.0,18.0,17.0,3.0
wangfujing ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rome,3.0,5.0,7.0,6.0,87.0,5.0,1.0,36.0,22.0,1.0
china?the,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qian men,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new jerseythe,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perth australia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
washington,1.0,41.0,0.0,6.0,40.0,4.0,0.0,50.0,16.0,0.0
florida,2.0,12.0,22.0,43.0,24.0,6.0,0.0,59.0,22.0,0.0
connolly,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mytianyu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blenz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
provincia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bistro,1.0,2.0,0.0,3.0,6.0,1.0,0.0,2.0,14.0,0.0
beichen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o2,1.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0
bird nest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
athens,1.0,0.0,1.0,1.0,16.0,2.0,0.0,1.0,0.0,0.0
st petersburg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sihe,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
beihai park,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tripadvisor.com,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soooo,1.0,3.0,0.0,5.0,2.0,1.0,0.0,10.0,2.0,0.0
sinohotel,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dongsinan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superbe,1.0,0.0,4.0,2.0,16.0,6.0,0.0,7.0,7.0,1.0
tiananmendong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
donhuamen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinyang(sp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agoda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kapok,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
may'08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walking!special,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a.m,1.0,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0
loud loud,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
wanjujing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotel).i,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
qualité,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
quanhai,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morocco,2.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0
india,4.0,5.0,77.0,5.0,71.0,0.0,1596.0,25.0,10.0,2.0
egypt,2.0,2.0,20.0,9.0,11.0,0.0,0.0,7.0,1.0,0.0
pratique,1.0,0.0,1.0,1.0,14.0,5.0,1.0,4.0,7.0,0.0
babaoshan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farenheit,1.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0
seoul,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0
mandarin oriental,1.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,1.0
grand hyatt beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shin kong,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
houtong,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
san-li-tun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbidden city/tienam sq,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loong bar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jw marriott beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
immediately.&quot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mandarin vocabulary,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cooked,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
salvatore ferragamo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spagetti,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kowloon,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nishimura,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shangri,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bustle city,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600rmb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wafjung,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wangfujin,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fahrenheit,1.0,1.0,0.0,1.0,5.0,2.0,0.0,1.0,1.0,0.0
beijing .reccomended,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the vegas strip,1.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
chesee,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jams,1.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0,1.0,0.0
cakes,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
novemer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbidden city - 25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccadilly,1.0,0.0,0.0,0.0,458.0,0.0,0.0,0.0,0.0,0.0
atrium,2.0,0.0,9.0,5.0,3.0,5.0,4.0,1.0,2.0,4.0
panjiayuan,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incheon,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
westin beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunshine kitchen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yichang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
datong,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
westin beijing fs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m'sia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fobidden city,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmb$700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heathrow,1.0,0.0,7.0,0.0,473.0,0.0,0.0,4.0,2.0,0.0
grand berlin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanzhou,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macau,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
berlin,1.0,3.0,1.0,2.0,14.0,0.0,1.0,4.0,1.0,0.0
gs,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prego,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the executive apartments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new delhi,1.0,0.0,1.0,0.0,2.0,0.0,650.0,1.0,3.0,1.0
beijing).you,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switzerland,1.0,4.0,1.0,5.0,17.0,0.0,1.0,7.0,1.0,0.0
liangmaqiao,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lianmaqiao,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waldorf,1.0,0.0,0.0,0.0,7.0,0.0,0.0,13.0,0.0,0.0
reg,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
carrefours,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbidden palace,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malaysia,2.0,0.0,16.0,0.0,15.0,0.0,0.0,1.0,0.0,6.0
the qinghua science park,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chocoalte cake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gelato,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0
wangfujeng,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the forbidden city 's,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kerry,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unprepared,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ireland,2.0,31.0,21.0,14.0,117.0,2.0,1.0,109.0,27.0,0.0
peninsula,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
celebrity).i,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the forbidden city/tiamen square,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbidden city/tiananmen/beihai,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pizza haven,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bei hai,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
norway,3.0,1.0,0.0,3.0,39.0,0.0,0.0,17.0,3.0,0.0
"tianenman, forbidden city",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wangfungching,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the grand beijing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jinshangling,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
london).service,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tsingdao,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4/f of yaxiu market,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
liangmaqio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saudi arabia,1.0,1.0,8.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
osmi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new kid,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
charge).if,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tibet,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0
kungpow,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zhejiang province,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wangfujang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
airport,3.0,0.0,3.0,5.0,1.0,2.0,5.0,2.0,0.0,1.0
preis,1.0,1.0,2.0,0.0,10.0,0.0,1.0,2.0,0.0,1.0
fuchengmen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caiyuan st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goloudajie,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nightlife,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condition2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weihai,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minneapolis,1.0,7.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0
bejiing,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
birds nest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xianging,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
storm,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the nitty gritty,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nanishiliu,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quingdao,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beijing west station,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xingang,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tripadvisor,4.0,2.0,1.0,4.0,21.0,0.0,0.0,13.0,6.0,0.0
interns,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
netherlands,1.0,0.0,1.0,2.0,12.0,1.0,1.0,5.0,3.0,0.0
houhai lake,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serbia,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
docks,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
xiangang,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
horticulture,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amazing city,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guanganmen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hotong area,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qingdao,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forum,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
antony,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hicp,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caiyuen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pedicab,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
zhengzhou,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
price2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
place3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
forbidden city/tiananmen square/wangfujing shopping,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summer place,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nanning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yuan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
shanxi,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
emirates,1.0,0.0,266.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
hutong district,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
the shanxi province,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
los angeles,3.0,19.0,3.0,48.0,31.0,3.0,1.0,27.0,50.0,0.0
hotel kunlun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beijing visitors!many,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
museums,1.0,2.0,0.0,0.0,6.0,1.0,0.0,8.0,0.0,0.0
u.k.,1.0,1.0,4.0,5.0,49.0,2.0,2.0,6.0,3.0,1.0
university3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
